Date,Value
8/18/17,
8/19/17,9.881
8/20/17,3.443
8/21/17,12.618
8/22/17,8.490
8/23/17,8.328
8/24/17,13.875
8/25/17,11.861
8/26/17,15.769
8/27/17,14.427
8/28/17,12.790
8/29/17,14.958
8/30/17,15.277
8/31/17,4.934
9/1/17,7.466
9/2/17,7.819
9/3/17,16.293
9/4/17,16.647
9/5/17,16.103
9/6/17,14.555
9/7/17,16.159
9/8/17,16.034
9/9/17,13.551
9/10/17,16.091
9/11/17,14.073
9/12/17,15.487
9/13/17,16.507
9/14/17,16.744
9/15/17,14.738
9/16/17,15.335
9/17/17,13.412
9/18/17,12.415
9/19/17,13.593
9/20/17,16.420
9/21/17,16.997
9/22/17,15.868
9/23/17,12.373
9/24/17,4.426
9/25/17,14.713
9/26/17,14.694
9/27/17,15.009
9/28/17,9.732
9/29/17,3.394
9/30/17,6.127
10/1/17,13.538
10/2/17,7.617
10/3/17,18.030
10/4/17,19.819
10/5/17,18.079
10/6/17,12.182
10/7/17,6.980
10/8/17,10.025
10/9/17,6.304
10/10/17,9.428
10/11/17,12.639
10/12/17,17.174
10/13/17,15.053
10/14/17,10.616
10/15/17,
10/16/17,
10/17/17,
10/18/17,
10/19/17,
10/20/17,
10/21/17,
10/22/17,
10/23/17,
10/24/17,10.223
10/25/17,4.614
10/26/17,11.515
10/27/17,5.131
10/28/17,19.967
10/29/17,6.600
10/30/17,8.685
10/31/17,11.201
11/1/17,19.965
11/2/17,19.327
11/3/17,6.720
11/4/17,5.656
11/5/17,6.525
11/6/17,5.245
11/7/17,15.287
11/8/17,6.078
11/9/17,12.203
11/10/17,8.974
11/11/17,17.600
11/12/17,22.296
11/13/17,21.429
11/14/17,21.878
11/15/17,20.797
11/16/17,17.678
11/17/17,14.190
11/18/17,4.291
11/19/17,10.100
11/20/17,11.514
11/21/17,12.521
11/22/17,11.470
11/23/17,9.394
11/24/17,19.958
11/25/17,17.786
11/26/17,16.245
11/27/17,15.288
11/28/17,12.979
11/29/17,20.225
11/30/17,17.392
12/1/17,11.216
12/2/17,14.220
12/3/17,14.800
12/4/17,14.856
12/5/17,7.931
12/6/17,14.675
12/7/17,9.761
12/8/17,17.785
12/9/17,16.815
12/10/17,17.872
12/11/17,15.473
12/12/17,6.714
12/13/17,11.485
12/14/17,17.681
12/15/17,8.132
12/16/17,18.858
12/17/17,17.374
12/18/17,10.213
12/19/17,11.055
12/20/17,9.210
12/21/17,9.264
12/22/17,15.129
12/23/17,12.297
12/24/17,11.713
12/25/17,5.835
12/26/17,7.895
12/27/17,11.095
12/28/17,10.960
12/29/17,6.086
12/30/17,9.750
12/31/17,14.156
1/1/18,15.539
1/2/18,13.644
1/3/18,17.542
1/4/18,20.196
1/5/18,20.325
1/6/18,13.368
1/7/18,8.829
1/8/18,6.386
1/9/18,4.607
1/10/18,6.839
1/11/18,9.712
1/12/18,11.247
1/13/18,14.639
1/14/18,14.235
1/15/18,15.422
1/16/18,12.673
1/17/18,12.418
1/18/18,14.973
1/19/18,8.418
1/20/18,8.026
1/21/18,11.606
1/22/18,17.062
1/23/18,18.200
1/24/18,18.393
1/25/18,12.799
1/26/18,8.187
1/27/18,12.798
1/28/18,16.365
1/29/18,12.057
1/30/18,12.465
1/31/18,20.250
2/1/18,16.218
2/2/18,14.164
2/3/18,24.062
2/4/18,16.099
2/5/18,15.719
2/6/18,20.793
2/7/18,16.275
2/8/18,19.206
2/9/18,17.018
2/10/18,15.602
2/11/18,11.208
2/12/18,5.195
2/13/18,5.635
2/14/18,7.258
2/15/18,10.182
2/16/18,6.387
2/17/18,11.941
2/18/18,10.777
2/19/18,11.738
2/20/18,14.127
2/21/18,15.851
2/22/18,18.768
2/23/18,16.939
2/24/18,16.721
2/25/18,16.929
2/26/18,18.638
2/27/18,16.363
2/28/18,16.452
3/1/18,18.200
3/2/18,12.951
3/3/18,13.096
3/4/18,13.888
3/5/18,17.199
3/6/18,13.542
3/7/18,8.889
3/8/18,9.601
3/9/18,14.920
3/10/18,13.667
3/11/18,18.133
3/12/18,18.577
3/13/18,15.813
3/14/18,10.962
3/15/18,15.019
3/16/18,17.110
3/17/18,10.507
3/18/18,16.528
3/19/18,14.475
3/20/18,9.170
3/21/18,6.466
3/22/18,5.719
3/23/18,14.541
3/24/18,16.287
3/25/18,8.828
3/26/18,3.153
3/27/18,6.030
3/28/18,13.107
3/29/18,10.655
3/30/18,13.815
3/31/18,8.304
4/1/18,11.779
4/2/18,13.145
4/3/18,15.361
4/4/18,15.134
4/5/18,14.575
4/6/18,12.316
4/7/18,14.360
4/8/18,16.246
4/9/18,16.316
4/10/18,17.240
